Gender,Country,Institution Name,Current/Intended Major,Status Description,Status Code,Engaged,Age,Apply Delay (days),Start Delay (days)
1.0,25.0,1288.0,236.0,2.0,1030.0,0.0,-0.17159990180108534,-0.34360698245037896,1.0148021729805052e-16
1.0,25.0,1371.0,63.0,4.0,1080.0,1.0,-0.4002750745842814,-0.6176528187016551,0.050466702958795275
2.0,44.0,1661.0,126.0,2.0,1030.0,0.0,0.05707527098211071,-0.6176528187016551,1.0148021729805052e-16
1.0,64.0,1717.0,62.0,5.0,1070.0,1.0,2.3438269988140714,-0.47514898385099147,1.1961594210884379
1.0,25.0,1281.0,109.0,5.0,1070.0,1.0,-0.4002750745842814,0.3469885249028368,1.2132593124038056
2.0,22.0,1288.0,122.0,4.0,1080.0,1.0,4.17322838107964,-0.8040039873525228,0.17016594216636985
2.0,64.0,1280.0,215.0,5.0,1070.0,0.0,0.9717759621148949,-0.6176528187016551,1.0148021729805052e-16
1.0,25.0,20.0,34.0,2.0,1030.0,0.0,-0.8576254201506734,-0.6176528187016551,1.0148021729805052e-16
2.0,64.0,1288.0,236.0,2.0,1030.0,0.0,-0.17159990180108534,-0.5189963176511957,1.0148021729805052e-16
2.0,25.0,1288.0,109.0,2.0,1030.0,0.0,0.2857504437653068,2.37492771316228,1.0148021729805052e-16
2.0,44.0,1330.0,352.0,5.0,1070.0,1.0,-2.001001284066654,-0.6176528187016551,-0.5081297466765528
2.0,44.0,406.0,370.0,2.0,1030.0,0.0,0.2857504437653068,-0.2997596486501748,1.0148021729805052e-16
2.0,64.0,1288.0,236.0,5.0,1070.0,0.0,-0.17159990180108534,-0.6176528187016551,1.0148021729805052e-16
1.0,25.0,1243.0,318.0,2.0,1030.0,0.0,-1.3149757657170655,1.5089428706082475,1.0148021729805052e-16
2.0,25.0,250.0,237.0,5.0,1070.0,1.0,-0.8576254201506734,-0.6176528187016551,0.40956442058151904
2.0,44.0,856.0,154.0,2.0,1030.0,0.0,3.4872028627300513,-0.6176528187016551,1.0148021729805052e-16
2.0,25.0,635.0,131.0,7.0,1110.0,1.0,0.2857504437653068,-0.46418715040094044,1.3842582255574836
2.0,64.0,1288.0,236.0,2.0,1030.0,0.0,-0.6289502473674774,-0.08052297964915392,1.0148021729805052e-16
1.0,64.0,1288.0,113.0,2.0,1030.0,0.0,0.05707527098211071,0.19352285660212218,1.0148021729805052e-16
2.0,25.0,1443.0,109.0,2.0,1030.0,0.0,-0.17159990180108534,1.6843322058090642,1.0148021729805052e-16
2.0,64.0,1288.0,109.0,2.0,1030.0,0.0,-0.6289502473674774,1.421248203007839,1.0148021729805052e-16
2.0,25.0,1415.0,164.0,5.0,1070.0,1.0,-0.4002750745842814,-0.6176528187016551,0.5634634424198293
2.0,25.0,934.0,94.0,2.0,1030.0,0.0,-0.4002750745842814,-0.6176528187016551,1.0148021729805052e-16
2.0,25.0,1721.0,109.0,4.0,1080.0,1.0,-0.6289502473674774,-0.6176528187016551,-0.8273277178967516
2.0,44.0,1499.0,333.0,5.0,1070.0,1.0,0.05707527098211071,-0.6176528187016551,0.4779639858429902
1.0,25.0,1288.0,236.0,2.0,1030.0,0.0,-0.4002750745842814,1.388362702657686,1.0148021729805052e-16
1.0,45.0,277.0,226.0,2.0,1030.0,0.0,-0.4002750745842814,-0.6176528187016551,1.0148021729805052e-16
1.0,64.0,1288.0,236.0,0.0,1010.0,0.0,0.05707527098211071,-0.16821764724956226,1.0148021729805052e-16
2.0,25.0,1288.0,236.0,2.0,1030.0,0.0,-0.17159990180108534,-0.3216833155502769,1.0148021729805052e-16
1.0,25.0,1310.0,319.0,5.0,1070.0,1.0,0.5144256165485028,-0.38745431625058313,1.264558986349909
2.0,25.0,1746.0,155.0,5.0,1070.0,1.0,0.5144256165485028,3.131294221215802,-1.8761210519059766
2.0,23.0,1591.0,80.0,5.0,1070.0,1.0,1.429126307681287,0.051019021751458615,1.2702589501216983
1.0,64.0,1288.0,236.0,1.0,1050.0,0.0,-0.17159990180108534,0.4456450259532962,1.0148021729805052e-16
1.0,64.0,1288.0,208.0,5.0,1070.0,1.0,0.9717759621148949,-0.6176528187016551,0.3354648915482586
2.0,44.0,422.0,175.0,2.0,1030.0,0.0,3.4872028627300513,0.23737019040232635,1.0148021729805052e-16
1.0,64.0,1288.0,346.0,1.0,1050.0,1.0,1.429126307681287,2.714744550113862,0.5748633699634077
1.0,25.0,372.0,237.0,1.0,1050.0,1.0,0.05707527098211071,0.4237213590531941,1.2531590588063304
2.0,66.0,218.0,286.0,4.0,1080.0,1.0,0.05707527098211071,-0.6176528187016551,-0.12053221019488271
2.0,64.0,1288.0,236.0,2.0,1030.0,0.0,0.05707527098211071,-0.606690985251604,1.0148021729805052e-16
2.0,25.0,827.0,109.0,5.0,1070.0,1.0,-0.8576254201506734,-0.6176528187016551,-1.6367225734908275
1.0,64.0,1288.0,236.0,5.0,1070.0,1.0,-0.17159990180108534,0.2483320238523774,1.17905952977307
2.0,25.0,1762.0,78.0,2.0,1030.0,0.0,-0.17159990180108534,-0.4970726507510936,1.0148021729805052e-16
1.0,64.0,1288.0,346.0,2.0,1030.0,0.0,2.3438269988140714,-0.6176528187016551,1.0148021729805052e-16
2.0,64.0,1288.0,234.0,5.0,1070.0,1.0,-0.6289502473674774,-0.7711184870023696,0.5748633699634077
1.0,23.0,1437.0,198.0,2.0,1030.0,0.0,0.2857504437653068,-0.6176528187016551,1.0148021729805052e-16
2.0,23.0,1591.0,182.0,2.0,1030.0,0.0,0.2857504437653068,0.23737019040232635,1.0148021729805052e-16
1.0,64.0,1288.0,236.0,1.0,1050.0,0.0,-0.4002750745842814,-0.6176528187016551,1.0148021729805052e-16
2.0,25.0,898.0,79.0,5.0,1070.0,1.0,-1.7723261112834576,-0.6176528187016551,0.4551641307558332
2.0,64.0,1288.0,107.0,2.0,1030.0,0.0,-0.4002750745842814,-0.6176528187016551,1.0148021729805052e-16
1.0,64.0,638.0,238.0,2.0,1030.0,0.0,-0.6289502473674774,-0.6176528187016551,1.0148021729805052e-16
2.0,64.0,1288.0,208.0,2.0,1030.0,0.0,0.05707527098211071,-0.595729151801553,1.0148021729805052e-16
2.0,44.0,53.0,20.0,2.0,1030.0,0.0,-0.17159990180108534,-0.6176528187016551,1.0148021729805052e-16
2.0,64.0,1288.0,236.0,2.0,1030.0,0.0,0.5144256165485028,-0.584767318351502,1.0148021729805052e-16
2.0,64.0,1288.0,35.0,2.0,1030.0,0.0,0.05707527098211071,-0.38745431625058313,1.0148021729805052e-16
2.0,25.0,1389.0,278.0,1.0,1050.0,1.0,0.5144256165485028,-0.6176528187016551,1.1676596022294914
1.0,45.0,1057.0,272.0,1.0,1050.0,0.0,-1.0863005929338696,-0.6176528187016551,1.0148021729805052e-16
1.0,64.0,1288.0,236.0,2.0,1030.0,0.0,0.9717759621148949,0.08390452210161174,1.0148021729805052e-16
1.0,44.0,1621.0,126.0,1.0,1050.0,1.0,0.5144256165485028,-0.6176528187016551,1.2759589138934875
2.0,64.0,1288.0,103.0,2.0,1030.0,0.0,-0.17159990180108534,0.9498893646556442,1.0148021729805052e-16
2.0,64.0,1288.0,236.0,2.0,1030.0,0.0,0.05707527098211071,1.2020115340068183,1.0148021729805052e-16
2.0,64.0,1288.0,32.0,2.0,1030.0,0.0,0.05707527098211071,1.662408538908962,1.0148021729805052e-16
1.0,64.0,1288.0,346.0,5.0,1070.0,0.0,0.2857504437653068,-0.595729151801553,1.0148021729805052e-16
1.0,64.0,1791.0,120.0,2.0,1030.0,0.0,1.200451134898091,-0.6176528187016551,1.0148021729805052e-16
2.0,34.0,345.0,79.0,5.0,1070.0,1.0,-1.3149757657170655,0.664881694954317,0.23286554365605178
1.0,25.0,1288.0,236.0,2.0,1030.0,0.0,0.05707527098211071,-0.6176528187016551,1.0148021729805052e-16
2.0,25.0,1288.0,236.0,2.0,1030.0,0.0,-0.4002750745842814,-0.1791794806996133,1.0148021729805052e-16
2.0,25.0,1288.0,236.0,2.0,1030.0,0.0,-0.4002750745842814,2.429736880412535,1.0148021729805052e-16
1.0,64.0,1288.0,236.0,2.0,1030.0,0.0,-0.6289502473674774,-0.26687414830002165,1.0148021729805052e-16
2.0,64.0,1288.0,109.0,5.0,1070.0,1.0,-0.17159990180108534,-0.26687414830002165,0.5406635873326722
1.0,64.0,1288.0,32.0,2.0,1030.0,0.0,0.05707527098211071,-0.6176528187016551,1.0148021729805052e-16
2.0,25.0,1288.0,236.0,5.0,1070.0,1.0,-0.4002750745842814,1.7939505403095746,0.5634634424198293
2.0,64.0,1288.0,319.0,2.0,1030.0,0.0,-0.6289502473674774,-0.26687414830002165,1.0148021729805052e-16
2.0,64.0,505.0,109.0,5.0,1070.0,1.0,-0.4002750745842814,1.5856757047586048,0.6717627540838252
2.0,44.0,855.0,254.0,4.0,1080.0,1.0,1.6578014804644832,-1.352095659855075,0.4551641307558332
1.0,25.0,1348.0,3.0,2.0,1030.0,0.0,-0.8576254201506734,-0.2011031475997154,1.0148021729805052e-16
1.0,64.0,1288.0,236.0,5.0,1070.0,1.0,-0.17159990180108534,-0.03667564584894974,0.5463635511044614
2.0,64.0,1288.0,236.0,2.0,1030.0,0.0,0.2857504437653068,-0.6176528187016551,1.0148021729805052e-16
1.0,49.0,1068.0,237.0,4.0,1080.0,1.0,-1.0863005929338696,-0.6176528187016551,-0.3941304712407675
2.0,17.0,1288.0,208.0,2.0,1030.0,0.0,-0.17159990180108534,-0.6176528187016551,1.0148021729805052e-16
1.0,25.0,1748.0,54.0,5.0,1070.0,1.0,-1.0863005929338696,-0.6176528187016551,0.643262935224879
2.0,25.0,1784.0,158.0,2.0,1030.0,0.0,0.05707527098211071,-0.6176528187016551,1.0148021729805052e-16
2.0,64.0,1288.0,126.0,1.0,1050.0,0.0,-0.6289502473674774,0.7416145291046744,1.0148021729805052e-16
1.0,23.0,1702.0,78.0,4.0,1080.0,1.0,-1.5436509385002617,-0.6176528187016551,-0.3770305799253997
1.0,25.0,898.0,344.0,5.0,1070.0,1.0,-1.7723261112834576,-0.6176528187016551,0.4551641307558332
2.0,64.0,1288.0,107.0,2.0,1030.0,0.0,0.05707527098211071,-0.6176528187016551,1.0148021729805052e-16
2.0,44.0,1558.0,328.0,2.0,1030.0,0.0,0.05707527098211071,-0.5518818180013488,1.0148021729805052e-16
1.0,64.0,1791.0,238.0,5.0,1070.0,1.0,-0.6289502473674774,1.136240533306512,-1.5284232618268314
1.0,64.0,1288.0,126.0,5.0,1070.0,1.0,-0.6289502473674774,0.7964236963549296,0.34116485532004787
2.0,25.0,1288.0,236.0,5.0,1070.0,1.0,-0.17159990180108534,-0.6176528187016551,-2.2352187695287005
2.0,64.0,1288.0,236.0,5.0,1070.0,1.0,0.05707527098211071,-0.4422634835008384,-1.3175246022706284
1.0,25.0,1129.0,70.0,5.0,1070.0,1.0,-0.17159990180108534,0.10582818900171383,-1.5455231531421991
2.0,45.0,1555.0,192.0,5.0,1070.0,1.0,0.05707527098211071,0.5114160266536024,0.6774627178556145
1.0,64.0,1288.0,236.0,2.0,1030.0,0.0,-0.17159990180108534,-0.47514898385099147,1.0148021729805052e-16
1.0,44.0,503.0,78.0,1.0,1050.0,1.0,-0.6289502473674774,2.16665287761131,0.5178637322455151
2.0,64.0,1288.0,109.0,4.0,1080.0,1.0,-0.17159990180108534,-0.6176528187016551,-0.8045278628095945
1.0,64.0,1288.0,236.0,2.0,1030.0,0.0,1.429126307681287,-2.4263553379600773,1.0148021729805052e-16
1.0,25.0,237.0,112.0,2.0,1030.0,0.0,-0.4002750745842814,-0.5628436514513998,1.0148021729805052e-16
1.0,64.0,1288.0,10.0,4.0,1080.0,1.0,-1.0863005929338696,-0.606690985251604,-0.9185271382453799
1.0,44.0,1122.0,179.0,2.0,1030.0,0.0,0.9717759621148949,-0.9903551560033905,1.0148021729805052e-16
2.0,64.0,1288.0,109.0,5.0,1070.0,1.0,-0.17159990180108534,1.7281795396092683,0.3696646741789942
1.0,23.0,831.0,60.0,5.0,1070.0,1.0,0.5144256165485028,-0.6176528187016551,-0.9755267759632725
2.0,64.0,1288.0,109.0,0.0,1010.0,0.0,-0.4002750745842814,0.895080197405389,1.0148021729805052e-16
2.0,25.0,1714.0,109.0,2.0,1030.0,0.0,-0.6289502473674774,-0.6176528187016551,1.0148021729805052e-16
2.0,25.0,1288.0,109.0,5.0,1070.0,1.0,-0.4002750745842814,2.6489735494135562,0.38676456549436194
2.0,44.0,27.0,170.0,5.0,1070.0,1.0,0.2857504437653068,-0.6176528187016551,0.4836639496147795
1.0,64.0,1288.0,236.0,4.0,1080.0,1.0,0.5144256165485028,-0.5080344842011446,-0.16613192036919683
2.0,64.0,1443.0,201.0,2.0,1030.0,0.0,1.200451134898091,-0.5080344842011446,1.0148021729805052e-16
2.0,64.0,1288.0,109.0,0.0,1010.0,0.0,-0.17159990180108534,1.3554772023075328,1.0148021729805052e-16
2.0,44.0,435.0,120.0,2.0,1030.0,0.0,5.0879290722124235,-0.6176528187016551,1.0148021729805052e-16
2.0,44.0,1509.0,80.0,5.0,1070.0,1.0,0.9717759621148949,1.8377978741097787,0.4665640582994117
1.0,25.0,1514.0,109.0,2.0,1030.0,0.0,-0.6289502473674774,1.366439035757584,1.0148021729805052e-16
1.0,64.0,1288.0,236.0,4.0,1080.0,1.0,0.5144256165485028,-0.6176528187016551,-0.8900273193864335
2.0,25.0,1752.0,236.0,2.0,1030.0,0.0,-0.4002750745842814,3.460149224717333,1.0148021729805052e-16
2.0,44.0,438.0,254.0,2.0,1030.0,0.0,0.2857504437653068,-0.6176528187016551,1.0148021729805052e-16
1.0,23.0,851.0,343.0,5.0,1070.0,1.0,-0.17159990180108534,-0.5628436514513998,-1.197825363063054
2.0,44.0,421.0,67.0,5.0,1070.0,1.0,0.9717759621148949,-0.6176528187016551,1.133459819598756
2.0,26.0,1569.0,251.0,5.0,1070.0,1.0,0.05707527098211071,-0.6176528187016551,-1.2947247471834715
1.0,63.0,1594.0,61.0,5.0,1070.0,1.0,-0.8576254201506734,1.5089428706082475,0.6147631163659326
1.0,25.0,1443.0,113.0,2.0,1030.0,0.0,0.2857504437653068,2.550317048363097,1.0148021729805052e-16
1.0,44.0,1688.0,251.0,2.0,1030.0,0.0,-0.17159990180108534,-0.6176528187016551,1.0148021729805052e-16
2.0,25.0,1288.0,109.0,5.0,1070.0,0.0,-0.17159990180108534,-0.606690985251604,1.0148021729805052e-16
2.0,64.0,1288.0,234.0,5.0,1070.0,1.0,-0.17159990180108534,-0.6176528187016551,0.5862632975069862
1.0,64.0,1791.0,238.0,2.0,1030.0,0.0,0.7431007893316989,-0.6176528187016551,1.0148021729805052e-16
2.0,25.0,638.0,112.0,7.0,1110.0,1.0,-0.4002750745842814,-0.47514898385099147,-0.8330276816685409
1.0,25.0,1288.0,236.0,4.0,1080.0,1.0,-0.4002750745842814,0.13871368935186695,0.13596615953563426
1.0,64.0,1288.0,236.0,2.0,1030.0,0.0,-0.17159990180108534,-0.595729151801553,1.0148021729805052e-16
2.0,64.0,1288.0,109.0,5.0,1070.0,1.0,0.05707527098211071,0.9718130315557463,0.35826474663541563
2.0,25.0,1026.0,128.0,5.0,1070.0,1.0,3.0298525171636594,-0.6176528187016551,1.17905952977307
1.0,44.0,443.0,62.0,5.0,1070.0,1.0,0.9717759621148949,-0.6176528187016551,0.5235636960173043
2.0,45.0,607.0,78.0,0.0,1010.0,0.0,-1.0863005929338696,-0.6176528187016551,1.0148021729805052e-16
2.0,25.0,1178.0,236.0,5.0,1070.0,1.0,2.3438269988140714,-0.4313016500507873,-1.07242616008369
1.0,64.0,1288.0,107.0,5.0,1070.0,1.0,-0.4002750745842814,-0.6176528187016551,0.5862632975069862
2.0,25.0,1463.0,94.0,5.0,1070.0,1.0,-0.8576254201506734,1.410286369557788,1.241759131262752
2.0,64.0,1288.0,236.0,2.0,1030.0,0.0,-0.4002750745842814,1.7610650399594214,1.0148021729805052e-16
1.0,25.0,119.0,319.0,5.0,1070.0,0.0,1.886476653247679,1.8597215410098809,1.0148021729805052e-16
1.0,44.0,34.0,346.0,1.0,1050.0,0.0,-1.0863005929338696,-0.6176528187016551,1.0148021729805052e-16
2.0,64.0,1288.0,236.0,2.0,1030.0,0.0,-0.17159990180108534,-0.5299581511012467,1.0148021729805052e-16
1.0,64.0,1288.0,154.0,5.0,1070.0,1.0,-0.6289502473674774,-0.6176528187016551,1.2930588052088554
2.0,45.0,989.0,107.0,2.0,1030.0,0.0,2.3438269988140714,0.029095354851356527,1.0148021729805052e-16
2.0,64.0,1288.0,128.0,2.0,1030.0,0.0,1.6578014804644832,-0.6176528187016551,1.0148021729805052e-16
1.0,64.0,1288.0,109.0,5.0,1070.0,1.0,-0.17159990180108534,2.5064697145628925,0.3126650364611015
1.0,25.0,350.0,275.0,1.0,1050.0,0.0,-0.6289502473674774,-0.6176528187016551,1.0148021729805052e-16
1.0,25.0,1288.0,208.0,5.0,1070.0,1.0,0.2857504437653068,-0.6176528187016551,0.985260761532235
1.0,25.0,729.0,51.0,5.0,1070.0,1.0,-0.6289502473674774,-0.40937798315068524,1.1277598558269666
2.0,64.0,1288.0,236.0,5.0,1070.0,1.0,0.2857504437653068,-0.6176528187016551,0.9909607253040242
2.0,64.0,1288.0,126.0,5.0,1070.0,1.0,-0.4002750745842814,-0.6176528187016551,-1.283324819639893
1.0,25.0,828.0,53.0,2.0,1030.0,0.0,-1.3149757657170655,-0.2011031475997154,1.0148021729805052e-16
2.0,64.0,1288.0,19.0,2.0,1030.0,0.0,-0.17159990180108534,-0.6176528187016551,1.0148021729805052e-16
2.0,25.0,237.0,112.0,2.0,1030.0,0.0,-0.4002750745842814,-0.5628436514513998,1.0148021729805052e-16
1.0,64.0,1288.0,208.0,2.0,1030.0,0.0,0.05707527098211071,-0.6176528187016551,1.0148021729805052e-16
2.0,64.0,1288.0,236.0,5.0,1070.0,1.0,-0.17159990180108534,0.7525763625547254,0.2784652538303659
2.0,25.0,336.0,112.0,2.0,1030.0,0.0,-0.17159990180108534,-0.6176528187016551,1.0148021729805052e-16
2.0,64.0,1288.0,19.0,2.0,1030.0,0.0,-0.6289502473674774,-0.584767318351502,1.0148021729805052e-16
2.0,25.0,1782.0,33.0,2.0,1030.0,0.0,-0.8576254201506734,-0.6176528187016551,1.0148021729805052e-16
2.0,30.0,1570.0,236.0,1.0,1050.0,1.0,1.200451134898091,-1.0232406563535437,1.2360591674909627
2.0,34.0,345.0,79.0,5.0,1070.0,1.0,-1.3149757657170655,0.664881694954317,-1.5626230444575668
2.0,64.0,1288.0,109.0,5.0,1070.0,0.0,-0.17159990180108534,2.353004046262178,1.0148021729805052e-16
1.0,25.0,237.0,112.0,5.0,1070.0,0.0,-0.4002750745842814,-0.5628436514513998,1.0148021729805052e-16
2.0,25.0,1384.0,109.0,1.0,1050.0,0.0,0.5144256165485028,-0.6176528187016551,1.0148021729805052e-16
2.0,64.0,1443.0,208.0,5.0,1070.0,1.0,1.200451134898091,-0.6176528187016551,0.6204630801377219
1.0,44.0,51.0,243.0,5.0,1070.0,1.0,2.3438269988140714,1.1033550329563588,0.5919632612787755
1.0,17.0,1474.0,170.0,4.0,1080.0,1.0,2.3438269988140714,-0.6176528187016551,-0.8330276816685409
2.0,64.0,1288.0,107.0,2.0,1030.0,0.0,-0.6289502473674774,-0.3764924828005321,1.0148021729805052e-16
